,profile_name,subscriber,view,video,country,category,since,last_subscriber_30,last_view_30,min_month_earnings,max_month_earnings,2016_views,2017_views,2018_views,2019_views,2020_views,2021_views,2022_views,2023_views,2024_views,2016_subscribers,2017_subscribers,2018_subscribers,2019_subscribers,2020_subscribers,2021_subscribers,2022_subscribers,2023_subscribers,2024_subscribers
530,لمحة,780000,171052547,343,Saudi Arabia (SA),People & Blogs,2017,0,85701,32,192,0,34416,40952329,40463725,30838763,45754180,6764635,8674890,2430391,0,22763,163788,229449,119000,205000,20000,16000,4000
531,Fe2a Fala | الفئة الفالة,779000,37511766,20,Saudi Arabia (SA),Comedy,2011,0,73325,27,164,59394225,17301262,4692604,33967484,1572142,6325776,2977456,3522451,1344700,664756,110835,10248,7161,1000,2000,5000,6000,4000
532,ثقف نفسك الرسمية,778000,6459,48,Saudi Arabia (SA),Entertainment,2015,0,30,0,0,0,50527787,33985669,21547664,5543345,8131747,2663148,1750212,124143113,0,291176,241218,147606,36000,52000,11000,3000,4000
533,T. Film's   واقع نعيشة   Bwa,775000,99534245,82,Saudi Arabia (SA),Howto & Style,2012,1000,116847,43,262,41224415,5370806,15443313,11311246,8984007,4989745,6951398,2806377,2452938,459070,125550,71377,61003,17000,20000,10000,6000,5000
534,الدب نت Aldo Bnet,774000,68611817,331,Saudi Arabia (SA),Autos & Vehicles,2007,1000,293095,109,659,38977830,2674965,2024504,12875396,8969988,15807798,10747105,4616187,3533640,404723,95200,68029,73048,35000,49000,30000,6000,13000
535,Sulaiman   سليمان,774000,64313686,224,Saudi Arabia (SA),Entertainment,2009,1000,213896,80,481,0,0,0,0,0,44709399,11738007,4615353,3250927,0,0,0,0,0,647000,74000,8000,45000
536,Thunder Freerunning,773024,166872506,160,Saudi Arabia (SA),Entertainment,2013,31140,7266690,2730,16400,9024926,84114551,55030592,18702437,0,0,0,0,0,79168,250713,214274,228869,0,0,0,0,0
537,Vga4 A,771000,82490254,1219,Saudi Arabia (SA),Gaming,2015,1000,382755,143,861,0,8798282,14588992,13169523,12888827,12787887,6842392,5787900,7626451,0,141441,187519,134040,125000,101000,33000,18000,31000
538,شباب البومب,771000,55258762,1786,Saudi Arabia (SA),People & Blogs,2018,11000,5354078,2009,12000,0,0,0,0,0,0,0,315782070,260523308,0,0,0,0,0,0,0,550000,221000
539,طرقوش | Trgoosh,767000,178535135,74,Saudi Arabia (SA),Music,2013,0,779481,292,1750,0,65711764,22914445,22218689,20690688,32147113,9192349,13151716,10893069,0,410715,102787,84498,52000,69000,32000,8000,8000
540,007a M Mudi   حمودي,765000,269572006,558,Saudi Arabia (SA),Gaming,2011,5000,1607455,602,3620,0,0,36061434,30896435,16349749,57134931,54404545,49827565,24897347,0,0,215190,114810,32000,114000,110000,101000,78000
541,Sound Music L ساوند ميوزك,765000,287804526,95,Saudi Arabia (SA),Music,2008,3000,2327265,872,5240,0,0,127662537,77001496,30072413,68877799,52926146,44469031,40798096,0,0,275389,196611,46000,88000,60000,47000,52000
542,محمد هشام,765000,125665442,3104,Saudi Arabia (SA),People & Blogs,2015,14000,3709826,1390,8350,0,0,0,0,0,0,47287006,63433670,14944766,0,0,0,0,0,0,349000,241000,175000
543,حموديكم / Hamodikm,762000,258256593,906,Saudi Arabia (SA),Gaming,2015,8000,2630820,986,5920,0,0,0,0,0,0,0,223933410,34323183,0,0,0,0,0,0,0,648000,114000
544,وليد الهاشمي رجل النار,756000,75093476,272,Saudi Arabia (SA),Entertainment,2014,-1000,20513,7,46,0,1159898,24551783,28983583,9677807,8626016,1109330,664825,320234,0,52759,335761,288480,56000,42000,6000,8000,5000
545,إلكتروني,756000,236930126,1203,Saudi Arabia (SA),Science & Technology,2009,1000,639429,239,1440,0,19410196,6046949,4212149,1610751,5048561,100886001,69682610,30032909,0,297025,61152,33823,12000,22000,173000,115000,42000
546,عرب جول   أخبار,753000,55230345,1369,Saudi Arabia (SA),Sports,2017,0,2597,0,5,0,0,53389221,56008649,56821100,1304085,402602,909663,37225,0,0,426790,241210,13000,681000,757000,0,4000
547,هل تعلم 2,753000,110812335,532,Saudi Arabia (SA),People & Blogs,2016,0,5445,2,12,0,0,23476064,41417800,26169054,15268428,3318731,939326,222932,0,0,152503,269497,223000,109000,8000,4000,5000
548,شاهد واستمتع,753000,150601239,205,Saudi Arabia (SA),Entertainment,2023,93000,28762942,10800,64700,0,0,0,0,0,0,0,0,150601239,0,0,0,0,0,0,0,0,753000
549,سرورز Suroorz,752000,51683739,65,Saudi Arabia (SA),Film & Animation,2013,6000,914383,0,342,0,4507420,6149214,7648807,15178670,12628862,5887558,295572,21220,0,103442,139774,138784,187000,147000,42000,7000,1000
550,Ali Almeshaal / علي المشعل,751000,76214585,157,Saudi Arabia (SA),People & Blogs,2010,0,31278,11,70,41307517,2626790,6598506,8189798,14184637,7154060,325387,1058730,673514,205343,11670,115279,102708,252000,46000,22000,0,4000
551,ريان يلعب | مجرم قيمز,749000,3125157,2,Saudi Arabia (SA),People & Blogs,2014,0,677,0,1,2725265,402556,735747,450438,104032,106931,27776,13966,29940,443901,27110,257038,24951,5000,2000,5000,5000,1000
552,Basmati/بسمتي,747000,68439846,1060,Saudi Arabia (SA),Howto & Style,2015,1000,115352,43,259,0,8049730,11868116,11770152,8451775,19079027,3181903,3982834,2056309,0,47723,122806,143471,109000,196000,68000,38000,22000
553,Alresalah,745000,243285354,46786,Saudi Arabia (SA),People & Blogs,2014,5000,2260689,847,5090,0,8394930,12098538,21309445,35100139,45100160,44483037,37441360,39357745,0,16470,47483,82047,124000,149000,143000,92000,91000
554,Im Jfg عادل التميمي,745000,121593475,713,Saudi Arabia (SA),Howto & Style,2015,1000,460311,172,1040,0,5656873,11671858,9677388,11263639,38708585,10138942,25284281,9191909,0,67131,85603,54266,59000,241000,61000,136000,41000
555,Gamerawi   وسيم,747000,177909775,639,Saudi Arabia (SA),Gaming,2019,56000,18017105,6760,40500,0,0,0,0,0,0,0,39621414,138288361,0,0,0,0,0,0,0,260000,487000
556,Ten Ten Arabic,731000,88968871,94,Saudi Arabia (SA),Entertainment,2023,4000,1784834,669,4019,0,0,0,0,0,0,0,117494372,28525501,0,0,0,0,0,0,0,330000,401000
557,Anime Ghost,729000,0,0,Saudi Arabia (SA),Film & Animation,2017,-1000,0,0,0,0,0,8886816,19995806,14553091,26047449,6636131,1688359,77807652,0,0,161232,207768,138000,215000,26000,5000,14000
558,رنا الغامدي,730000,67506248,336,Saudi Arabia (SA),People & Blogs,2012,0,88684,33,199,0,17442386,13345808,14035284,5388566,6655655,3940864,5039261,1658424,0,245545,209758,138697,46000,49000,16000,24000,1000
559,Kaboom Energy! Arabic,731000,308683653,472,Saudi Arabia (SA),Entertainment,2021,10000,2630993,986,5920,0,0,0,0,0,0,146215581,117414939,45053133,0,0,0,0,0,0,365000,223000,143000
560,فتيات القوة | Powerpuff Girls,731000,422577309,869,Saudi Arabia (SA),Film & Animation,2017,5000,2836494,1060,6380,0,0,44070287,77160377,102200410,83296640,46415532,24664961,44769102,0,0,162965,155035,137000,104000,50000,37000,85000
561,Amjad 34,729000,67821124,280,Saudi Arabia (SA),Entertainment,2016,0,124224,46,279,0,0,0,16391381,20373111,9547904,10121369,6531361,4855998,0,0,0,299000,229000,85000,64000,26000,26000
562,Abdoz Abs,726000,99349068,387,Saudi Arabia (SA),Entertainment,2006,0,417948,156,940,0,0,0,0,97342907,2006161,0,0,0,0,0,0,0,724000,2000,0,0,0
563,Empire Video,725000,1021666922,1451,Saudi Arabia (SA),People & Blogs,2021,0,560184,210,1260,0,0,0,0,0,0,0,1014308943,7357979,0,0,0,0,0,0,0,733000,8000
564,هتان الفيصل Iih66,723027,103243230,311,Saudi Arabia (SA),Music,2017,14820,1626090,609,3660,0,0,103243230,0,0,0,0,0,0,0,0,723027,0,0,0,0,0,0
565,Nari Yt   ناري,724000,332485870,1176,Saudi Arabia (SA),Gaming,2020,6000,2591433,971,5830,0,0,0,0,0,83091934,186314081,36837961,26241894,0,0,0,0,0,226000,328000,78000,92000
566,مشاهير الوسط الفني,721000,232811452,880,Saudi Arabia (SA),People & Blogs,2017,1000,408118,153,918,0,11104692,53078559,16200646,50302425,71799095,17201199,3610273,9514563,0,34437,34437,0,473000,473000,689000,10000,22000
567,N2 O Comedy,719000,142755636,426,Saudi Arabia (SA),Film & Animation,2011,0,41718,15,93,110862060,10435938,6090789,4973364,5361393,2507572,1814855,628667,80998,608771,42849,25420,16960,29000,2000,1000,3000,4000
568,3n Tr Squad,719000,65529949,277,Saudi Arabia (SA),Gaming,2013,0,4958,1,11,0,0,75661531,5931551,718029,544682,380650,5906912,63520,0,0,692077,54923,8000,11000,3000,1000,5000
569,منوعات منصور,717000,92774257,9,Saudi Arabia (SA),Film & Animation,2012,40910,457522,171,1030,0,0,0,10748443,36743504,30092604,15189706,0,0,0,0,0,0,0,0,717000,0,0
570,بيرمو | Birmo,717000,89051826,103,Saudi Arabia (SA),Gaming,2018,5000,481789,180,1080,0,0,0,0,0,0,0,66729818,22322008,0,0,0,0,0,0,0,539000,178000
571,M7mdov,714000,341169411,389,Saudi Arabia (SA),general,2014,-1000,544058,204,1220,0,0,0,0,0,0,0,270993519,70175892,0,0,0,0,0,0,0,600000,114000
572,Mai Altamimi,711000,175949536,235,Saudi Arabia (SA),People & Blogs,2016,0,85651,32,192,0,0,25919251,78881774,42219918,18209737,4193342,3134529,3390985,0,0,133841,351159,158000,60000,5000,2000,1000
573,Alrahmahtvchannel,711000,100317039,31572,Saudi Arabia (SA),People & Blogs,2013,30000,5254155,1970,11800,27316777,11501944,22423784,33701133,5373401,0,0,0,0,135937,62544,168191,296328,48000,0,0,0,0
574,Uturn   يوترن,710000,144582818,557,Saudi Arabia (SA),Entertainment,2010,25000,27321661,10200,61500,32799883,6950581,4362289,43342396,305401,37556933,158000,205075,105587052,539379,66636,28286,5301,8000,8000,5000,4000,106000
575,Jri Kiddos,708000,164855684,226,Saudi Arabia (SA),Entertainment,2008,0,6321,2,14,75813975,57672252,20518510,7053345,1987329,932936,572378,187296,117663,389201,240153,66410,24236,1000,4000,3000,3000,3000
576,ليدي موني,707000,36008317,78,Saudi Arabia (SA),People & Blogs,2013,0,3924,1,8,0,16749775,8108696,5732417,1292820,3427437,421635,174143,101394,0,396959,154182,109859,23000,38000,3000,6000,6000
577,ابراهيم Ibra Afg L,708000,70487640,182,Saudi Arabia (SA),Film & Animation,2020,4000,484466,181,1090,0,0,0,0,0,26565714,18514003,16178103,9229820,0,0,0,0,0,377000,141000,109000,81000
578,مازن ونورين,706000,292181581,2202,Saudi Arabia (SA),Gaming,2017,0,486501,182,1090,0,606601,64415247,123642056,67259303,16540885,7590769,3798238,8328482,0,5653,188968,357379,117000,19000,5000,2000,11000
579,وصفة واكله مع دودو,706000,88413671,566,Saudi Arabia (SA),People & Blogs,2018,0,83017,31,186,0,0,657096,39964329,18303879,16600756,7570006,3338413,1979192,0,0,0,379000,134000,129000,43000,13000,8000
580,مصطفى Final Game,703000,122912099,1377,Saudi Arabia (SA),Gaming,2018,6000,1174753,440,2640,0,0,0,0,0,0,66515403,36442923,19953773,0,0,0,0,0,0,432000,168000,103000
581,S4 Gam3 R,702000,107680388,1970,Saudi Arabia (SA),Gaming,2011,1000,77720,29,174,90726458,6946539,2864367,1213612,1293169,1408112,1196686,978212,1053233,644277,54454,9858,411,1000,4000,0,2000,0
582,ويزهه Wiz Hh L,701000,13177876,161,Saudi Arabia (SA),Entertainment,2012,-1000,2637,0,5,1962829,3326138,1018881,43205992,19134055,14824997,71401339,1037224,69099,55465,61403,12301,342831,90000,181000,24000,9000,9000
583,Dalia | داليا,699000,467962850,94,Saudi Arabia (SA),Music,2016,6000,4731432,1770,10600,0,18483336,19486115,66334094,66597404,127603601,83827429,44637386,40993485,0,62864,48582,145554,105000,167000,84000,47000,39000
584,Spider X,697000,2158,20,Saudi Arabia (SA),People & Blogs,2016,-1000,20,0,0,43471,12936639,22106150,17984975,17533137,9660000,5663808,3047797,88973819,1437,106985,174291,168287,114000,59000,28000,51000,6000
585,بوستات كوميدية Hd,696000,419858631,2448,Saudi Arabia (SA),People & Blogs,2017,0,219662,82,494,0,0,33779035,40907563,20835197,15033730,287910280,5596464,15796362,0,0,151487,199513,72000,26000,220000,2000,25000
586,A Chic Thing,692000,62247991,545,Saudi Arabia (SA),Howto & Style,2013,0,116450,43,262,6003561,7574899,11980862,10595641,8589362,8862197,4101618,2326004,2213847,116046,113352,180489,112113,73000,67000,21000,6000,3000
587,Ssc Tv,701000,155921559,4939,Saudi Arabia (SA),Entertainment,2021,39000,12990453,4870,29200,0,0,0,0,0,10251309,16902815,21737122,107030313,0,0,0,0,0,79900,54100,136000,431000
588,Khalid Assiri,692000,116182403,131,Saudi Arabia (SA),Comedy,2014,14000,5974421,2240,13400,0,13959631,39974941,19350526,6663120,7579617,2359819,1579683,24715066,0,168190,342395,82415,10000,1000,4000,4000,98000
589,Abdullah Reviews,690000,138942194,916,Saudi Arabia (SA),Gaming,2017,11000,3885554,1460,8740,0,0,0,0,0,0,0,0,138942194,0,0,0,0,0,0,0,0,690000
590,(دوبلاج عربي) حب خادع   Ishq Mein Marjawan,690000,308905645,2881,Saudi Arabia (SA),general,2022,13000,6665628,2500,15000,0,0,0,0,0,0,0,184651051,124254594,0,0,0,0,0,0,0,430000,260000
591,حقائق العصر,686000,146943327,843,Saudi Arabia (SA),Entertainment,2017,1000,313712,117,705,0,117238,115407,5798975,37265498,55973033,32627685,9255311,6020994,0,1696,15560,56144,203600,254000,112000,23000,20000
592,Movies Today,683000,72676375,353,Saudi Arabia (SA),Film & Animation,2018,15000,5435670,2040,12200,0,0,25843618,24400992,24696087,5079520,37098831,15108541,0,0,0,99786,163214,181000,66000,135000,38000,0
593,محمد بن سليمان 𓂆,683000,220370,2,Saudi Arabia (SA),Comedy,2016,0,28,0,0,0,58440743,57784352,14490984,21546379,10377820,72009826,162283971,71037,0,0,0,523000,523000,0,694000,5000,6000
594,Toyota Service Saudi,681000,370925957,227,Saudi Arabia (SA),Autos & Vehicles,2011,2000,717842,269,1620,0,73317767,89125183,91890836,14033979,25000729,20319817,50467950,6769696,0,244901,166058,151041,9000,45000,27000,27000,11000
595,Amer Gaming,681000,192471400,1146,Saudi Arabia (SA),People & Blogs,2017,7000,2599621,974,5850,0,13023295,43938607,53896840,2661380,51687965,82232304,22943170,35204279,0,32786,156748,106466,3000,105000,85000,70000,128000
596,Arab Flex,679000,120056,0,Saudi Arabia (SA),Entertainment,2015,0,0,0,0,11253731,22302718,34602802,21413689,13913352,17080340,21560325,142006901,0,52929,107760,148639,175672,47000,51000,104000,0,8000
597,Tech Mab | ماب التقني,678000,71924118,436,Saudi Arabia (SA),Science & Technology,2011,0,33963,12,76,21702095,11849848,11823450,12002088,4559823,4792657,3683711,864978,645468,307130,118645,115196,93029,25000,18000,8000,3000,4000
598,Majedalesa | ماجد العيسى,677000,261365770,16,Saudi Arabia (SA),Music,2015,0,0,0,0,69910625,47511058,31351944,24086912,4820964,40236164,20106252,10519981,12821870,319133,148692,89268,49907,6000,39000,12000,6000,7000
599,Abo Alrood2,675000,0,0,Saudi Arabia (SA),Gaming,2021,-1000,0,0,0,0,0,0,0,0,17146448,47075791,64222239,0,0,0,0,0,0,396000,237000,48000,6000
600,Wolfoo In Arabic,676000,64357817,205,Saudi Arabia (SA),general,2021,8000,6634169,2490,14900,0,0,0,0,0,0,129449666,104815393,39723544,0,0,0,0,0,0,361000,212000,103000
601,A0zooz A \ عيزوز,670000,69015253,694,Saudi Arabia (SA),Gaming,2012,0,110038,41,247,0,12669677,5273529,11435348,8926624,10897263,7196188,7608476,5008148,0,238477,61637,111886,69000,78000,41000,41000,29000
602,شوارع أمريكا,669482,182374850,322,Saudi Arabia (SA),Comedy,2015,-840,90060,33,202,24018123,84602016,108620139,182374850,0,0,0,0,0,107240,317731,424971,669482,0,0,0,0,0
603,Amal Elmziryahi,669000,99863217,703,Saudi Arabia (SA),People & Blogs,2008,0,28528,10,64,47675565,18793396,12054900,7381490,2253054,7820352,2226305,1123920,534235,269037,139278,108129,65556,16000,59000,10000,3000,1000
604,الحصرية Alhasria,668000,48929,142,Saudi Arabia (SA),People & Blogs,2011,0,996,0,2,0,0,90231560,88956751,1238230,5822208,2023655,4436386,5873587,0,0,257914,128086,48000,166000,67000,6000,5000
605,روكي Roke,666000,129327085,8,Saudi Arabia (SA),Entertainment,2017,0,14490,5,32,0,0,0,0,0,13788530,104241307,13172628,1875380,0,0,0,0,0,125000,490000,32000,19000
606,Alaa Alkhathlan,663000,59032261,438,Saudi Arabia (SA),People & Blogs,2012,0,58649,21,131,8674613,12065716,11106249,8547208,7329009,6074082,2952761,1336318,946305,150687,168531,152030,89752,55000,37000,11000,1000,2000
607,قناة نادي الاتحاد السعودي,660000,130859166,1039,Saudi Arabia (SA),Sports,2018,1000,524643,196,1180,0,0,1778226,6640344,7265232,23214151,34008276,50377345,7575592,0,0,50123,94877,40000,118000,120000,200000,37000
608,Sa Hero   هيرو,660000,62663688,852,Saudi Arabia (SA),Gaming,2012,0,13948,0,5,18875936,16104918,12984379,8893111,2021288,3241709,380535,122652,39160,296754,143517,122553,65176,2000,48000,8000,5000,5000
609,I Media Entertainment   أي ميديا منوعات,660000,306230897,3489,Saudi Arabia (SA),People & Blogs,2018,9000,5499874,2060,12400,0,0,0,67883516,41900748,49631210,47194468,45213678,54407277,0,0,0,158000,125000,93000,98000,87000,99000
610,عمر حسين,659000,60899773,395,Saudi Arabia (SA),People & Blogs,2006,0,15740,5,35,12919348,11918942,15834970,8034115,2578510,5472117,3701111,33104,407556,239189,146250,180036,56525,27000,17000,5000,5000,7000
611,نواف,659000,67924871,326,Saudi Arabia (SA),Gaming,2019,2000,596903,223,1340,0,0,0,0,0,36825681,12024521,9843036,9231633,0,0,0,0,0,444000,104000,67000,44000
612,Rotana Comedy,659000,168680295,4445,Saudi Arabia (SA),Comedy,2022,13000,5767106,2160,13000,0,0,0,0,0,0,0,157391070,11289225,0,0,0,0,0,0,0,328000,331000
613,دكتور مجنون  Dr.Crazy,655000,13500086,187,Saudi Arabia (SA),People & Blogs,2014,0,12176,4,27,0,19647256,13712629,29099292,1725438,4880433,1558820,805366,269436,0,350205,190058,7263,74000,45000,6000,0,3000
614,غانمكو نيوز,654000,211592,2,Saudi Arabia (SA),News & Politics,2017,0,190,0,0,0,0,804767,11059292,37018739,4503043,11162182,401568,42413635,0,0,157455,157455,0,0,657000,0,3000
615,ميركل Mi Racle I,654000,111644,2,Saudi Arabia (SA),People & Blogs,2013,5000,66807,25,150,12335373,21869715,11379414,18168246,1777637,16593588,20376439,69224462,22870,157189,174063,114868,154880,11000,58000,2000,10000,4000
616,Sam6 Time,650000,36786790,273,Saudi Arabia (SA),Gaming,2012,4000,300981,112,677,34125638,9124150,13010611,6751258,5641847,3118581,880346,304835,35560806,392946,73114,92254,36686,26000,11000,3000,7000,14000
617,Zubdah ,644000,451942128,428,Saudi Arabia (SA),Entertainment,2023,74000,75115569,28200,169000,0,0,0,0,0,0,0,0,451942128,0,0,0,0,0,0,0,0,644000
618,جنون المهارات   Freestyle Madness,643000,29997069,238,Saudi Arabia (SA),Entertainment,2013,0,87324,32,196,0,0,0,9235744,5308218,5766662,4976763,3249707,1459975,0,0,0,324000,114000,99000,68000,27000,11000
619,Bolero Gia Tiến,642000,67559069,296,Saudi Arabia (SA),Music,2019,0,32924,12,74,0,0,0,63379205,36508470,35476734,1896990,783794,467344,0,0,0,0,0,0,647000,3000,2000
620,Ae Group Movies,640000,54804184,228,Saudi Arabia (SA),People & Blogs,2017,0,16973,6,38,0,0,0,0,0,0,0,56521692,1717508,0,0,0,0,0,0,0,633000,7000
621,Ahmed Qadhi,640000,41789997,127,Saudi Arabia (SA),Entertainment,2010,-1000,1179,0,2,36276286,4279173,2690783,836376,456411,422567,3214524,42244,681,632452,39153,18688,8293,12000,12000,7000,6000,5000
622,Fzx Ll فواز,639000,34317703,231,Saudi Arabia (SA),general,2019,19000,1392905,522,3130,0,0,0,0,0,0,0,0,34317703,0,0,0,0,0,0,0,0,639000
623,Sal,635000,9960827,23,Saudi Arabia (SA),People & Blogs,2011,0,1458,0,3,17799749,8161302,5461247,4017527,1019951,373338,234576,27128848,21985,386379,143967,85858,47796,1000,10000,9000,6000,5000
624,مايسترو | Maistro,633000,713,8,Saudi Arabia (SA),People & Blogs,2015,0,617050,0,231,36175166,74344541,44671870,155144383,43588,90886,170714,206613,471106,102246,264272,279936,646454,654000,9000,6000,3000,3000
625,𝑺𝒀𝑹𝑰𝑨,643000,207280443,2087,Saudi Arabia (SA),Film & Animation,2021,57000,44886531,16800,101000,0,0,0,0,0,0,0,25909193,181371250,0,0,0,0,0,0,0,305000,338000
626,صندوق,631000,29763661,73,Saudi Arabia (SA),Entertainment,2016,0,2316,0,5,708449,2722210,10022410,14956337,7388327,3999288,10275444,188215,53869,61695,109585,182123,183597,76000,29000,1000,7000,5000
627,هموشة في البادية,629000,81170455,968,Saudi Arabia (SA),Pets & Animals,2016,1000,557998,209,1260,0,0,56669136,56045964,19146213,36437512,12604955,5048392,7310211,0,0,218076,175924,117000,74000,20000,11000,13000
628,صياد,628000,116500597,1845,Saudi Arabia (SA),Gaming,2013,0,22977,8,51,0,10067623,43332114,23907207,8938726,29034962,88172,722587,409206,0,96330,295189,124481,23000,102000,4000,6000,3000
629,ميرثون   Mayrithun,629000,126878575,800,Saudi Arabia (SA),Autos & Vehicles,2014,2000,1348205,505,3030,0,0,13584219,26220248,19829558,18136089,13822224,7669901,27616336,0,0,123140,189860,99000,107000,55000,24000,31000
630,Cartoon Nation  |  جمهورية الكرتون,627427,317847167,1407,Saudi Arabia (SA),Film & Animation,2014,74550,29668680,11100,66800,63417923,187928293,66500951,0,0,0,0,0,0,125110,323641,178676,0,0,0,0,0,0
631,Abu Atwan Series,620000,16316611,231,Saudi Arabia (SA),Gaming,2017,9000,693943,260,1560,0,893535,750506,5118743,1725433,6126420,4103385,3635486,6036897,0,63143,52948,153909,31000,113000,57000,36000,113000
632,Rotana Mousica,619000,251113787,256,Saudi Arabia (SA),Entertainment,2012,2000,3270801,1230,7360,0,124467477,57728393,55816590,29161875,32271164,85616883,17737530,19547641,0,231283,117156,97561,54000,47000,30000,20000,22000
633,مملكة ماما وفاء,618000,87717403,1589,Saudi Arabia (SA),Education,2016,0,28030,10,63,0,0,5348964,29286108,18238567,20599120,7870793,4433821,1940030,0,0,76043,289957,112000,83000,34000,15000,8000
634,كرافتر   Crafter,617000,260009692,781,Saudi Arabia (SA),Gaming,2020,7000,2575158,965,5790,0,0,0,0,0,77999845,85675524,57913032,38421291,0,0,0,0,0,284000,139000,101000,93000
635,يوميات ريناد و حلا,615000,252276050,978,Saudi Arabia (SA),Entertainment,2019,0,900605,337,2029,0,0,0,0,0,0,0,202270907,50005143,0,0,0,0,0,0,0,554000,61000
636,F 16 Ksa,613000,64674822,463,Saudi Arabia (SA),People & Blogs,2011,0,6930,2,15,33682926,17026082,7993964,2897855,1413587,1158954,274492,141979,84983,296443,217416,68455,31686,9000,2000,3000,2000,3000
637,The Powr Podcast,612000,64507037,99,Saudi Arabia (SA),Gaming,2020,0,84179,31,189,0,0,0,0,0,8856406,5010869,32286348,18353414,0,0,0,0,0,258000,138000,154000,62000
638,قناة كواكب,609000,76318980,129,Saudi Arabia (SA),Education,2017,0,23278,8,52,0,0,29599098,17156815,11789285,13443482,3260586,681264,388450,0,0,234275,176725,85000,101000,15000,2000,1000
639,Bb Rgamer,605000,6596970,44,Saudi Arabia (SA),Gaming,2012,0,1048,0,2,50093150,9855857,11429934,2471651,1315706,800243,75966541,6571433,25537,444087,68537,57305,29071,17000,5000,6000,6000,4000
640,سهى الكاريزما,604000,0,0,Saudi Arabia (SA),People & Blogs,2015,-1000,0,0,0,0,0,0,0,0,0,43680383,43680383,0,0,0,0,0,0,0,630000,14000,12000
641,الحضره \ Dew,604000,41778572,150,Saudi Arabia (SA),Gaming,2012,0,15195,5,34,8814793,8814793,8537344,5267779,14310711,18548333,3464567,1248919,936477,131003,1882,1993,143108,167000,142000,14000,2000,9000
642,Msdossary7,604000,26080454,89,Saudi Arabia (SA),Gaming,2015,2000,63210,23,142,0,0,0,9597430,5316217,5803380,2652822,1317262,1393343,0,0,0,278000,102000,120000,46000,14000,44000
643,قناة العفراني الهذيلي البقمي,603000,631687719,10103,Saudi Arabia (SA),Entertainment,2008,1000,1939176,727,4360,0,0,308616275,90313382,26164343,79097457,61351285,39982975,26162002,0,0,302549,113451,40000,57000,43000,28000,19000
644,ستوري كرة القدم بالعربي,606000,180606846,714,Saudi Arabia (SA),Sports,2022,28000,7697910,2890,17300,0,0,0,0,0,0,0,0,180606846,0,0,0,0,0,0,0,0,606000
645,Ali Tg,602000,11107651,37,Saudi Arabia (SA),People & Blogs,2016,0,1305,0,2,185934,653780,2062012,3503257,2169316,2024643,336192,128638,43879,17369,48945,143778,192908,96000,107000,3000,4000,3000
646,X.Rnh | ريان الخالد,600000,0,0,Saudi Arabia (SA),Entertainment,2015,0,0,0,0,0,25078273,7914411,7468134,684610,463747,216687,40456642,0,0,344147,163382,94471,11000,1000,4000,4000,4000
647,يوميات بيتي Asmaa Mohamed,601000,70968950,1925,Saudi Arabia (SA),People & Blogs,2016,1000,114254,42,257,0,0,0,0,0,0,0,68650005,2318945,0,0,0,0,0,0,0,593000,8000
648,شعلان Sh3 Lan,599000,23968067,81,Saudi Arabia (SA),Comedy,2015,0,755,0,1,0,0,0,14768172,8460932,3848666,108248,45500,3172451,0,0,0,469000,136000,30000,17000,11000,8000
649,Koora7,598000,154374264,616,Saudi Arabia (SA),Sports,2017,1000,168525,63,379,0,0,0,0,0,0,0,0,154374264,0,0,0,0,0,0,0,0,598000
650,Ghanem Show,599000,271563609,539,Saudi Arabia (SA),People & Blogs,2015,2000,273869,102,616,51640487,118728530,52770204,12476179,14948459,6399243,7383638,5324198,1892671,0,0,0,0,0,0,584000,6000,9000
651,مطبخ غصون Ghusoon Kitchen,597000,72847713,751,Saudi Arabia (SA),Education,2015,3000,492685,184,1110,0,0,0,24806245,12991492,8587703,8170672,10452217,7839384,0,0,0,246000,106000,64000,72000,62000,47000
652,الكونقرس A Lken Ge Rs,595000,48920945,354,Saudi Arabia (SA),Gaming,2016,0,1866240,699,4200,0,17166062,19518369,12236514,0,0,0,0,0,0,194423,170819,229758,0,0,0,0,0
653,جولبيري   Gülperi,595000,159206253,401,Saudi Arabia (SA),Film & Animation,2019,0,33532,12,75,0,0,0,0,30628582,21988465,39206517,151895454,84512765,0,0,0,0,67000,44000,253000,214000,17000
654,Hosam 7 R,594000,105151256,897,Saudi Arabia (SA),Gaming,2013,3000,954291,357,2150,0,0,0,11873167,17172650,30645451,19753137,13232409,12474442,0,0,0,143000,115000,176000,71000,40000,49000
655,Huawei Saudi هواوي السعودية,593000,333897222,330,Saudi Arabia (SA),People & Blogs,2017,0,93347,35,210,0,0,0,0,0,338315804,6441286,1817195,205509,0,0,0,0,0,589000,5000,7000,2000
656,M Ym66,593000,7057,11,Saudi Arabia (SA),Sports,2016,0,5,0,0,13124164,13013105,111059,0,0,5021,1067,756,213,86456,578405,22553,14308,7000,15000,5000,4000,4000
657,Ethio Nas ኢትዮ ናስ,593000,83036092,1784,Saudi Arabia (SA),People & Blogs,2015,3000,44655,0,16,0,0,0,6797106,20881248,39414550,7995002,7631361,316825,0,0,0,120000,133000,175000,96000,29000,40000
658,Al Arabiya English,593000,153560350,4692,Saudi Arabia (SA),News & Politics,2011,12000,3765648,1410,8470,0,2979707,5100320,14097831,18047220,14267228,13744636,28770338,56553070,10546,7062,19068,72324,61000,63000,59000,98000,203000
